year,sex,country,state,time,activity,type,deadly_attack
1967,Male,AUSTRALIA,Victoria,Night,Splashing,Provoked,N
1966,Male,AUSTRALIA,Tasmania,Night,Fishing,Unprovoked,N
1966,Male,AUSTRALIA,New South Wales,Night,Fishing,Provoked,N
1966,Male,AUSTRALIA,New South Wales,Night,Fishing,Unprovoked,N
1966,Male,SINGAPORE,Unknown,Afternoon,Wading,Unprovoked,N
1966,Male,AUSTRALIA,New South Wales,Night,Fishing,Unprovoked,N
1966,Unknown,THAILAND,Unknown,Night,Unknown,Unprovoked,U
1966,Female,PAPUA NEW GUINEA,New Ireland Province,Night,Bathing,Unprovoked,Y
1966,Female,PAPUA NEW GUINEA,New Ireland Province,Morning,Swimming,Unprovoked,Y
1966,Female,PAPUA NEW GUINEA,New Ireland Province,Morning,Bathing,Unprovoked,Y
1966,Male,AUSTRALIA,Queensland,Evening,Diving,Unprovoked,N
1966,Male,USA,Hawaii,Night,Fishing,Provoked,N
1966,Male,AUSTRALIA,Western Australia,Night,Fishing,Unknown,U
1966,Male,AUSTRALIA,Western Australia,Afternoon,Fishing,Provoked,U
1966,Male,AUSTRALIA,Western Australia,Afternoon,Fishing,Unprovoked,N
1966,Male,USA,Florida,Night,Fishing,Provoked,N
1966,Male,BAHAMAS,Bimini Islands,Night,Diving,Unknown,U
1966,Male,AUSTRALIA,Northern Territory,Night,Unknown,Sea Disaster,N
1966,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Netting sharks,Unknown,U
1966,Female,BAHAMAS,Bimini Islands,Evening,Snorkeling,Unprovoked,N
1966,Female,NEW BRITAIN,Duke of York Islands,Afternoon,Swimming,Unprovoked,Y
1966,Female,NEW BRITAIN,Duke of York Islands,Afternoon,Diving,Unprovoked,Y
1966,Male,CROATIA,Primorje-Gorski Kotar County ,Night,Swimming,Unprovoked,Y
1966,Male,TAIWAN,Unknown,Evening,Diving,Unprovoked,N
1966,Male,ITALY,Taranto province,Night,Fishing,Unprovoked,N
1966,Male,USA,Delaware,Evening,Fishing,Unknown,U
1966,Male,USA,Florida,Afternoon,Wading,Unprovoked,N
1966,Male,USA,Texas,Night,Diving,Unprovoked,N
1966,Male,USA,South Carolina,Evening,Killing a shark,Provoked,N
1966,Male,USA,Texas,Afternoon,Fishing,Unprovoked,N
1966,Male,TAIWAN,Northern Taiwan,Night,Swimming,Unprovoked,Y
1966,Female,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Night,Swimming,Unprovoked,Y
1966,Male,USA,Florida,Morning,Diving,Unknown,U
1966,Unknown,CARIBBEAN SEA,Unknown,Night,Unknown,Sea Disaster,N
1966,Male,USA,New Jersey,Evening,Clamming,Provoked,N
1966,Male,USA,Florida,Morning,Fishing,Provoked,N
1966,Male,USA,Texas,Evening,Swimming,Unprovoked,N
1966,Male,FRENCH POLYNESIA,Society Islands,Afternoon,Fishing,Provoked,N
1966,Male,AUSTRALIA,New South Wales,Night,Sinking of the dredge World Atlas,Sea Disaster,Y
1966,Male,AUSTRALIA,New South Wales,Night,Fishing,Unprovoked,N
1966,Male,AUSTRALIA,Unknown,Night,Shipwreck,Sea Disaster,Y
1966,Male,USA,Florida,Afternoon,Fishing,Unknown,U
1966,Male,PHILIPPINES,Unknown,Night,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,Sea Disaster,Y
1966,Male,USA,Puerto Rico,Evening,Swimming,Unprovoked,N
1966,Male,AUSTRALIA,New South Wales,Night,Overturned skiff,Sea Disaster,N
1966,Unknown,AUSTRALIA,New South Wales,Night,Fishing,Provoked,N
1966,Male,SUDAN,Red Sea,Night,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",Sea Disaster,Y
1966,Male,AUSTRALIA,New South Wales,Afternoon,Treading water,Unprovoked,N
1966,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Helping men land a shark,Provoked,N
1966,Unknown,INDONESIA,North Sumatra,Night,wreck of the State Oil Company ship Permina,Sea Disaster,Y
1966,Male,USA,California,Morning,Surf,Unprovoked,N
1966,Male,AUSTRALIA,New South Wales,Night,Fishing,Unprovoked,N
1966,Unknown,COLOMBIA,Unknown,Night,Air Disaster,Sea Disaster,Y
1966,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Standing,Unprovoked,N
1966,Male,AUSTRALIA,Western Australia,Night,Jumping,Unprovoked,N
1966,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Surf,Unprovoked,N
1966,Female,NEW ZEALAND,North Island,Afternoon,Surf,Unprovoked,Y
1966,Male,USA,Florida,Evening,Swimming,Unprovoked,N
1966,Female,USA,California,Night,Walking,Unknown,U
1965,Male,AUSTRALIA,Western Australia,Night,Fishing,Unprovoked,N
1965,Male,JOHNSTON ISLAND,Unknown,Afternoon,Diving,Unprovoked,N
1965,Unknown,AUSTRALIA,South Australia,Morning,Fishing,Sea Disaster,N
1965,Male,AUSTRALIA,Queensland,Night,Fishing,Provoked,Y
1965,Male,PACIFIC OCEAN,"250 miles southwest of O'ahu, Hawaii",Night,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",Unprovoked,N
1965,Unknown,PANAMA,Caribbean Sea,Morning,Air Disaster,Unknown,U
1965,Male,AUSTRALIA,Queensland,Evening,Surf,Unprovoked,N
1965,Male,Unknown,Unknown,Night,The boat Caribou II sank,Unprovoked,N
1965,Male,BAHAMAS,New Providence Island,Night,Bathing,Unprovoked,N
1965,Female,BAHAMAS,New Providence Island,Night,Playing in the water,Unprovoked,Y
1965,Male,NEW BRITAIN,West coast,Night,Fishing,Unprovoked,Y
1965,Male,PAPUA NEW GUINEA,New Britain,Night,Wading,Unprovoked,N
1965,Male,PAPUA NEW GUINEA,Madang Province,Night,Fishing,Provoked,N
1965,Male,PAPUA NEW GUINEA,East Sepik,Afternoon,Fishing,Provoked,N
1965,Male,MEXICO,Veracruz,Evening,Unknown,Unprovoked,N
1965,Male,PHILIPPINES,Unknown,Night,"Arsinoe, a French tanker",Unknown,U
1965,Male,USA,New Jersey,Evening,Swimming,Unprovoked,N
1965,Male,BAHAMAS,Bimini Islands,Night,Attempting to anesthetize shark,Provoked,N
1965,Male,MEXICO,Veracruz,Evening,Bathing,Unprovoked,Y
1965,Unknown,BERMUDA,Hamilton,Night,Unknown,Sea Disaster,N
1965,Male,USA,Florida,Night,Wading,Unknown,U
1965,Male,USA,Florida,Night,Diving,Unknown,U
1965,Male,MEXICO,Veracruz,Afternoon,Swimming,Unprovoked,N
1965,Male,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Night,Fishing,Unprovoked,N
1965,Male,SOUTH PACIFIC OCEAN,Unknown,Morning,Treading water,Unprovoked,Y
1965,Male,MEXICO,Veracruz,Afternoon,Swimming,Unprovoked,Y
1965,Male,MEXICO,Veracruz,Night,Swimming,Unprovoked,Y
1965,Male,EGYPT,Unknown,Night,Standing,Unprovoked,N
1965,Male,JAMAICA,Unknown,Night,Diving,Unprovoked,N
1965,Male,MEXICO,Veracruz,Night,Swimming,Unprovoked,N
1965,Male,USA,Florida,Afternoon,Unknown,Unprovoked,N
1965,Male,USA,California,Evening,Surf,Unknown,U
1965,Male,USA,Florida,Morning,Fishing,Unprovoked,N
1965,Male,PALAU,Western Caroline Islands,Afternoon,Walking on reef,Unprovoked,N
1965,Male,USA,Florida,Morning,Surf,Unprovoked,N
1965,Male,USA,Puerto Rico,Morning,Air Disaster,Unknown,U
1965,Male,USA,Florida,Afternoon,Diving,Unprovoked,N
1965,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Treading water,Unprovoked,N
1965,Male,USA,Massachusetts,Afternoon,Diving,Unprovoked,N
1965,Male,USA,California,Night,Motor boat Rebel Belle lost,Unknown,U
1965,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Paddling rescue ski,Unprovoked,N
1965,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Surf,Unprovoked,N
1965,Male,AUSTRALIA,Victoria,Night,Swimming,Unprovoked,N
1965,Male,NEW GUINEA,Central Province,Night,Diving,Unprovoked,Y
1965,Male,USA,Texas,Night,Dangling feet in the water,Unprovoked,N
1965,Male,USA,California,Night,Surf,Provoked,N
1965,Male,USA,Florida,Night,Collecting marine specimens,Provoked,N
1965,Male,RED SEA,East of the Gulf of Aqaba,Night,Standing in waist-deep water,Unprovoked,N
1965,Male,EGYPT,Unknown,Night,Fishing,Unprovoked,N
1965,Male,VANUATU,Malampa Province,Night,Unknown,Unprovoked,Y
1965,Unknown,SOUTH AFRICA,Eastern Cape Province,Night,Bathing,Unknown,U
1964,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Swimming,Unprovoked,N
1964,Male,PAPUA NEW GUINEA,Bougainville (North Solomons),Night,Unknown,Unprovoked,N
1964,Unknown,AUSTRALIA,New South Wales,Morning,Fishing,Sea Disaster,N
1964,Male,PAPUA NEW GUINEA,Bougainville (North Solomons),Afternoon,Swimming,Unprovoked,N
1964,Male,KENYA,Coast Province,Night,Fishing,Unprovoked,Y
1964,Male,AUSTRALIA,Victoria ,Afternoon,Diving,Unprovoked,N
1964,Male,AUSTRALIA,Queensland,Afternoon,Swimming,Unprovoked,Y
1964,Male,AUSTRALIA,New South Wales,Night,"Filming underwater, carrying powerhead",Provoked,N
1964,Unknown,USA,Puerto Rico,Evening,Fishing,Sea Disaster,N
1964,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Surf,Provoked,N
1964,Unknown,USA,Florida,Night,Boat Miss Becky  sank 12 miles from shore,Unknown,U
1964,Male,AUSTRALIA,Western Australia,Morning,Swimming,Unprovoked,N
1964,Male,Unknown,Unknown,Morning,Fishing,Unknown,U
1964,Male,TAIWAN,Northern Taiwan,Afternoon,Swimming,Unprovoked,Y
1964,Male,TAIWAN,Northern Taiwan,Afternoon,Swimming,Unprovoked,N
1964,Male,USA,Florida,Afternoon,Swimming,Unprovoked,N
1964,Male,MEXICO,Guerrero,Afternoon,Floating ,Unprovoked,N
1964,Male,USA,Florida,Morning,Fishing,Unknown,U
1964,Male,USA,Florida,Morning,Swimming,Unprovoked,N
1964,Male,USA,Florida,Afternoon,Fishing,Unprovoked,N
1964,Male,JAPAN,Okayama Prefecture,Night,Swimming,Unprovoked,N
1964,Male,PANAMA,San Blas,Night,Fishing,Unprovoked,N
1964,Male,USA,Puerto Rico,Morning,Unknown,Provoked,N
1964,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Searching for remains of  Dr. Marais,Unprovoked,N
1964,Unknown,USA,Connecticut,Night,Surf,Unknown,U
1964,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Unknown,Y
1964,Male,USA,Florida,Night,Tagging sharks,Provoked,N
1964,Male,PAPUA NEW GUINEA,New Ireland Province,Night,Fishing,Unprovoked,Y
1964,Unknown,PAPUA NEW GUINEA,New Ireland Province,Night,Canoe,Sea Disaster,N
1964,Unknown,BERMUDA,Hamilton,Night,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),Sea Disaster,Y
1964,Female,USA,New York,Night,Swimming,Unknown,U
1964,Unknown,USA,California,Night,Fishing,Sea Disaster,N
1964,Male,PAPUA NEW GUINEA,New Britain,Night,Fishing,Sea Disaster,N
1964,Male,FIJI,Lau Group,Night,Fishing,Unprovoked,N
1964,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Swimming,Unknown,U
1964,Male,PANAMA,Caribbean Coast,Night,Standing,Unprovoked,N
1964,Male,FIJI,Vita Levu,Morning,Fishing,Unprovoked,Y
1964,Male,PANAMA,San Blas Islands,Night,Diving,Unprovoked,Y
1964,Male,PAPUA NEW GUINEA,Madang Province,Night,Fishing,Unprovoked,Y
1964,Male,AUSTRALIA,South Australia,Night,Surf,Unprovoked,N
1964,Male,PAPUA NEW GUINEA,Central Province,Night,Surf,Sea Disaster,Y
1964,Male,USA,Florida,Evening,Diving,Unprovoked,N
1964,Male,SENEGAL,Cap Vert Peninsula,Night,Diving,Unprovoked,N
1964,Unknown,FIJI,Unknown,Night,Fishing,Provoked,N
1964,Male,NEW CALEDONIA,Unknown,Night,Diving,Unprovoked,Y
1964,Male,FIJI,Vanua Levu,Morning,Fishing,Unprovoked,Y
1964,Male,NEW ZEALAND,North Island,Afternoon,Diving,Unprovoked,N
1964,Male,NEW ZEALAND,North Island,Evening,Fishing,Unprovoked,N
1964,Male,SOUTH AFRICA,Western Cape Province,Morning,Body boarding,Unprovoked,N
1964,Male,NEW ZEALAND,North Island,Night,Lying in 2 feet of water,Unprovoked,N
1964,Male,NEW ZEALAND,South Island,Morning,Swimming,Unprovoked,Y
1964,Male,AUSTRALIA,Queensland,Morning,Swimming,Unknown,U
1964,Unknown,NEW ZEALAND,South Island,Afternoon,Rowing,Sea Disaster,N
1964,Male,USA,Florida,Night,Floating ,Unprovoked,N
1964,Male,COSTA RICA,Puntarenas Province,Night,Swimming,Unprovoked,Y
1964,Unknown,FIJI,Unknown,Night,Fishing,Unprovoked,Y
1964,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Surf,Unprovoked,N
1964,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Standing,Unprovoked,N
1964,Unknown,SOUTH AFRICA,Western Cape Province,Morning,Shark watching,Sea Disaster,N
1964,Male,AUSTRALIA,Western Australia,Night,Diving,Unprovoked,N
1964,Male,USA,California,Afternoon,Surf,Unprovoked,N
1964,Male,PAPUA NEW GUINEA,New Britain,Night,Fishing,Unprovoked,Y
1964,Female,FIJI,"Lomaloma, Lau",Afternoon,Swimming,Unprovoked,N
1964,Unknown,AUSTRALIA,Western Australia,Night,Unknown,Unprovoked,U
1964,Male,SOUTH AFRICA,Western Cape Province,Evening,Diving,Unprovoked,N
1964,Male,NEW ZEALAND,North Island,Morning,Snorkeling,Unknown,U
1963,Female,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Standing,Unprovoked,N
1963,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Swimming,Unprovoked,N
1963,Male,AUSTRALIA,Queensland,Morning,Sitting on gunwale of boat,Unprovoked,N
1963,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Swimming,Unprovoked,Y
1963,Female,ATLANTIC OCEAN,Between Southampton & Canary Islands,Night,"Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished",Unknown,U
1963,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Helping friend land hooked shark,Provoked,N
1963,Male,AUSTRALIA,New South Wales,Night,Fishing,Provoked,N
1963,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,N
1963,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Surf,Unprovoked,Y
1963,Male,AUSTRALIA,South Australia,Afternoon,Fishing,Unprovoked,N
1963,Male,NEW BRITAIN,"South Coast, East New Britain",Night,Fishing,Unprovoked,Y
1963,Male,NEW ZEALAND,South Island,Afternoon,Treading water while alongside capsized yacht,Unprovoked,N
1963,Female,PAPUA NEW GUINEA,Gulf Province,Afternoon,Fishing,Provoked,N
1963,Female,FIJI, Lau Province,Morning,Fishing,Unprovoked,N
1963,Male,FIJI,Vita Levu,Afternoon,Fishing,Unprovoked,N
1963,Male,ITALY,Sicily,Night,Fishing,Unprovoked,N
1963,Male,AUSTRALIA,Queensland,Night,Catching sharks under government contract,Provoked,N
1963,Male,USA,Florida,Morning,Testing anti-shark cage,Provoked,N
1963,Male,PAPUA NEW GUINEA,New Britain,Night,Wading,Unprovoked,N
1963,Male,PALAU,Western Caroline Islands,Night,Fishing,Unprovoked,N
1963,Male,USA,Florida,Evening,Surf,Unprovoked,N
1963,Male,NORTH PACIFIC OCEAN,Unknown,Night,Fishing,Provoked,N
1963,Male,CHILE,Unknown,Morning,Fishing,Unprovoked,Y
1963,Unknown,USA,Florida,Night,Fishing,Unknown,U
1963,Male,SOLOMON ISLANDS,Ysabel Island,Afternoon,Fishing,Unprovoked,Y
1963,Male,AUSTRALIA,New South Wales,Morning,Surf,Provoked,N
1963,Male,USA,Florida,Afternoon,Fishing,Provoked,N
1963,Male,DOMINICAN REPUBLIC,Santo Domingo,Night,Swimming,Unprovoked,Y
1963,Male,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,Morning,Fishing,Unprovoked,N
1963,Male,USA,Florida,Afternoon,Bathing,Unprovoked,N
1963,Male,USA,Mississippi,Night,Fishing,Provoked,N
1963,Unknown,JAMAICA,Unknown,Night,Fishing,Sea Disaster,Y
1963,Male,PANAMA,San Blas coast,Night,"Seining for bait, standing in chest-deep water",Unprovoked,Y
1963,Female,GREECE,Thessaly,Evening,Swimming,Unprovoked,Y
1963,Male,PAPUA NEW GUINEA,Central Province,Morning,Fishing,Provoked,N
1963,Male,USA,California,Night,Swimming,Unknown,U
1963,Unknown,PHILIPPINES,Luzon Island,Night,"Boat, with 42 passengers onboard, capsized in rough seas",Sea Disaster,Y
1963,Male,AUSTRALIA,New South Wales,Night,Fishing,Provoked,N
1963,Male,USA,US Virgin Islands,Afternoon,Swimming,Unprovoked,Y
1963,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Swimming,Unprovoked,N
1963,Male,AUSTRALIA,Western Australia,Night,Surf,Unprovoked,N
1963,Male,USA,Hawaii,Afternoon,Surf,Unprovoked,N
1963,Male,USA,Hawaii,Night,Washed into sea while picking opihi,Unknown,U
1963,Male,SOLOMON ISLANDS,Bougainville (North Solomons),Night,The 500-ton coastal trader Polurrian foundered ,Sea Disaster,Y
1963,Male,PAPUA NEW GUINEA,New Ireland Province,Morning,Swimming,Unprovoked,N
1963,Male,AUSTRALIA,New South Wales,Afternoon,Fishing,Unprovoked,N
1963,Male,FIJI,Lomaiviti  Island Group,Morning,Fishing,Unprovoked,N
1963,Male,MAURITIUS,Rodrigues,Night,Unknown,Unprovoked,N
1963,Male,USA,Florida,Night,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",Unknown,U
1963,Male,FIJI,Unknown,Night,Diving,Unprovoked,N
1963,Female,AUSTRALIA,New South Wales,Afternoon,Wading,Unprovoked,Y
1963,Male,AUSTRALIA,New South Wales,Evening,Swimming,Unknown,U
1963,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
1963,Unknown,NEW ZEALAND,North Island,Afternoon,Fishing,Provoked,N
1963,Male,SOUTH AFRICA,Eastern Cape Province,Night,Fishing,Provoked,N
1963,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Fishing,Unprovoked,N
1963,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Fishing,Unprovoked,N
1963,Unknown,AUSTRALIA,South Australia,Night,Fishing,Provoked,N
1963,Unknown,MOZAMBIQUE,Unknown,Night,Unknown,Sea Disaster,N
1963,Unknown,FIJI,Vita Levu,Night,Unknown,Unprovoked,U
1963,Male,SEYCHELLES,Unknown,Night,Fishing,Unprovoked,Y
1962,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Diving,Provoked,N
1962,Male,AUSTRALIA,South Australia,Afternoon,Fishing,Unprovoked,Y
1962,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
1962,Male,AUSTRALIA,New South Wales,Night,Fishing,Unprovoked,N
1962,Male,AUSTRALIA,Queensland,Night,Unknown,Unknown,U
1962,Male,USA,California,Afternoon,Surf,Unprovoked,N
1962,Unknown,AUSTRALIA,New South Wales,Night,Fishing,Sea Disaster,N
1962,Male,MID ATLANTIC OCEAN,Unknown,Morning,Abandoning burning ship Captain George in raging seas,Sea Disaster,N
1962,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Fishing,Unprovoked,N
1962,Male,MEXICO,Veracruz,Morning,Wading,Unprovoked,Y
1962,Male,ADMIRALTY ISLANDS,Manus Island,Night,Unknown,Unprovoked,N
1962,Male,AUSTRALIA,South Australia,Night,Adrift after wave swamped engine,Sea Disaster,N
1962,Female,USA,California,Night,Fishing,Unknown,U
1962,Male,PANAMA,Pinas Bay,Night,Sitting in shallows,Unprovoked,Y
1962,Male,BRITISH WEST INDIES,Grand Turk Island,Afternoon,Fishing,Unprovoked,N
1962,Male,MEXICO,Veracruz,Afternoon,Swimming,Unprovoked,N
1962,Male,SOUTH ATLANTIC OCEAN,Off coast of West Africa,Night,Diving,Unprovoked,Y
1962,Male,ITALY,Tyrrhenian Sea,Morning,Fishing,Unprovoked,Y
1962,Male,ISRAEL,Sharon,Night,Fishing,Provoked,U
1962,Male,TURKEY,Antalya Province,Night,Unknown,Sea Disaster,N
1962,Male,PAPUA NEW GUINEA,Northern District,Afternoon,Fishing,Provoked,N
1962,Male,USA,California,Morning,Diving,Provoked,N
1962,Unknown,USA,Florida,Night,Unknown,Sea Disaster,N
1962,Unknown,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Sea Disaster,N
1962,Male,USA,Texas,Afternoon,Surf,Unprovoked,Y
1962,Male,USA,New Jersey,Afternoon,Standing,Unprovoked,N
1962,Male,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Evening,Fishing,Unprovoked,Y
1962,Male,ITALY,Tyrrhenian Sea,Night,Diving,Unprovoked,N
1962,Male,SENEGAL,Cap Vert Peninsula,Night,Beach seine netting,Unprovoked,N
1962,Male,USA,South Carolina,Night,Standing,Unprovoked,N
1962,Male,MADAGASCAR,Unknown,Morning,Finning the shark,Provoked,N
1962,Male,USA,California,Evening,Fishing,Provoked,N
1962,Male,USA,Georgia,Evening,Surf,Unprovoked,N
1962,Male,USA,Georgia,Afternoon,Diving,Unprovoked,N
1962,Unknown,GREECE,Cyclades,Night,Unknown,Unknown,U
1962,Male,USA,Florida,Night,Air Disaster,Unknown,U
1962,Unknown,SOUTH AFRICA,Western Cape Province,Night,"On a ""shark hunt""",Sea Disaster,N
1962,Male,USA,Florida,Morning,Rolled off raft,Unprovoked,N
1962,Male,USA,California,Night,Escaping from Alacatraz,Unprovoked,N
1962,Male,USA,California,Night,Escaping from Alacatraz,Unprovoked,Y
1962,Male,USA,California,Night,Escaping from Alacatraz,Unprovoked,Y
1962,Male,PAPUA NEW GUINEA,Madang Province,Afternoon,Washing,Unprovoked,Y
1962,Male,USA,South Carolina,Evening,Standing,Unprovoked,N
1962,Unknown,AUSTRALIA,Western Australia,Morning,Fishing,Sea Disaster,N
1962,Male,USA,California,Afternoon,Diving,Provoked,N
1962,Male,USA,Florida,Afternoon,Diving,Unprovoked,N
1962,Male,USA,Florida,Night,Unknown,Unprovoked,N
1962,Unknown,USA,California,Night,25-foot cabin cruiser Happy Jack sank in heavy seas,Sea Disaster,Y
1962,Unknown,FIJI,Viti Levu,Night,Fishing,Sea Disaster,N
1962,Unknown,AUSTRALIA,Queensland,Night,Fishing,Provoked,N
1962,Male,MOZAMBIQUE,Gaza,Morning,Swimming,Unprovoked,N
1962,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Wading,Unprovoked,N
1962,Unknown,SOUTH AFRICA,Eastern Cape Province,Night,Fishing,Provoked,N
1962,Male,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",Night,Unknown,Provoked,N
1962,Unknown,AUSTRALIA,New South Wales,Night,Fishing,Sea Disaster,N
1962,Male,PAPUA NEW GUINEA,Madang,Afternoon,Swimming,Unprovoked,Y
1962,Male,PAPUA NEW GUINEA,Central Province,Night,Swimming,Unprovoked,N
1962,Male,NEW ZEALAND,Southland,Night,Swimming,Provoked,N
1962,Male,AUSTRALIA,Queensland,Afternoon,Fishing,Unprovoked,N
1962,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Swimming,Unprovoked,Y
1962,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Treading water,Unprovoked,Y
1962,Male,AUSTRALIA,Queensland,Afternoon,Swimming,Unprovoked,N
1962,Unknown,NEW ZEALAND,North Island,Night,Fishing,Sea Disaster,U
1962,Male,SOLOMON ISLANDS,Guadalcanal Province,Night,Swimming,Unprovoked,Y
1962,Male,NEW ZEALAND,South Island,Evening,Splashing ,Unprovoked,N
1962,Male,MOZAMBIQUE,Gaza,Night,Unknown,Unprovoked,U
1962,Male,AUSTRALIA,New South Wales,Night,Fishing,Provoked,N
1962,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Fishing,Unknown,U
1962,Unknown,NEW ZEALAND,South Island,Night,Fishing,Provoked,N
1962,Male,NEW ZEALAND,North Island,Afternoon,Fishing,Unprovoked,N
1962,Male,USA,California,Morning,Surf,Unprovoked,N
1962,Unknown,AUSTRALIA,New South Wales,Night,Fishing,Provoked,N
1962,Male,AUSTRALIA,New South Wales,Afternoon,Surf,Unprovoked,N
1962,Unknown,AUSTRALIA,South Australia,Night,Fishing,Sea Disaster,N
1962,Male,PAPUA NEW GUINEA,"10ºS, 142ºE",Afternoon,Fishing,Unprovoked,N
1962,Female,NEW ZEALAND,South Island,Evening,Surf,Unprovoked,N
1962,Unknown,AUSTRALIA,South Australia,Night,Fishing,Sea Disaster,N
1962,Male,AUSTRALIA,New South Wales,Night,Swimming,Unknown,U
1962,Unknown,AUSTRALIA,Queensland,Night,Rowing,Provoked,N
1962,Unknown,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
1962,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
1962,Unknown,AUSTRALIA,New South Wales,Night,Fishing,Provoked,N
1962,Male,MARSHALL ISLANDS,Kwajalein Atoll,Afternoon,Fishing,Unprovoked,N
1962,Female,SPAIN,Catalonia,Night,Dangling feet in the water,Unprovoked,N
1962,Unknown,INDONESIA,East Flores,Night,Unknown,Unprovoked,Y
1962,Male,AUSTRALIA,South Australia,Night,Diving,Unprovoked,N
1961,Female,AUSTRALIA,Queensland,Evening,Standing,Unprovoked,Y
1961,Male,AUSTRALIA,Queensland,Evening,Standing,Unprovoked,N
1961,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Treading water,Unprovoked,N
1961,Male,AUSTRALIA,Western Australia,Morning,Fishing,Provoked,N
1961,Unknown,AUSTRALIA,South Australia,Night,Fishing,Sea Disaster,N
1961,Male,MOZAMBIQUE,Gaza,Evening,Bathing,Unprovoked,N
1961,Male,AUSTRALIA,Queensland,Morning,Surf,Unprovoked,Y
1961,Male,AUSTRALIA,Torres Strait,Afternoon,Swimming,Unprovoked,N
1961,Unknown,MEXICO,Guerrrero,Night,Unknown,Unknown,U
1961,Male,PHILIPPINES,Western Luzon Island,Night,Gathering shells,Unprovoked,N
1961,Male,USA,Florida,Night,Swimming,Unknown,U
1961,Male,VANUATU,Shefa Province,Night,Canoe,Sea Disaster,N
