year,sex,country,state,time,activity,type,deadly_attack
1998,Male,USA,Virginia,Night,Fishing,Unprovoked,N
1997,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Unprovoked,Y
1997,Male,SOUTH AFRICA,Eastern Cape Province,Night,Surf,Unprovoked,N
1997,Female,USA,Florida,Night,Unknown,Unknown,U
1997,Male,USA,Florida,Night,Swimming,Unprovoked,N
1997,Male,AUSTRALIA,Western Australia,Morning,Diving,Unprovoked,N
1997,Male,USA,Florida,Morning,Swimming,Unprovoked,N
1997,Male,AUSTRALIA,New South Wales,Night,Unknown,Unknown,U
1997,Male,AUSTRALIA,Western Australia,Night,Surf,Unprovoked,N
1997,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
1997,Male,USA,Florida,Evening,Surf,Unprovoked,N
1997,Male,USA,Florida,Evening,Surf,Unprovoked,N
1997,Unknown,SOUTH AFRICA,Eastern Cape Province,Night,Fishing,Sea Disaster,N
1997,Female,USA,Florida,Morning,Swimming,Unprovoked,N
1997,Male,BRAZIL,Pernambuco,Night,Swimming,Unprovoked,Y
1997,Male,USA,Florida,Evening,Surf,Unprovoked,N
1997,Unknown,USA,Florida,Evening,Surf,Unprovoked,N
1997,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1997,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1997,Male,USA,Florida,Morning,Surf,Unprovoked,N
1997,Male,USA,California,Afternoon,Surf,Unprovoked,N
1997,Male,MEXICO,Quintana Roo,Night,Diving,Unknown,U
1997,Male,MEXICO,Quintana Roo,Night,Diving,Unprovoked,Y
1997,Female,USA,Florida,Afternoon,Floating ,Unprovoked,N
1997,Male,EGYPT,Red Sea,Night,Fishing,Unprovoked,N
1997,Male,EGYPT,Red Sea,Night,Fishing,Unprovoked,Y
1997,Male,USA,Florida,Morning,Boogie boarding,Unprovoked,N
1997,Male,USA,Florida,Evening,Surf,Unprovoked,N
1997,Female,USA,Texas,Night,Wading,Unprovoked,N
1997,Male,USA,Florida,Night,Fishing,Unprovoked,N
1997,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1997,Male,USA,Florida,Morning,Surf,Unprovoked,N
1997,Male,AUSTRALIA,Queensland,Afternoon,Surf,Unprovoked,N
1997,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,Y
1997,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1997,Male,USA,South Carolina,Night,Standing,Unprovoked,N
1997,Male,JAPAN,Miyako,Night,Fishing,Unprovoked,Y
1997,Unknown,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1997,Male,USA,Hawaii,Night,Fishing,Unprovoked,N
1997,Female,FIJI,Taveuni,Afternoon,Snorkeling,Unprovoked,N
1997,Male,USA,Florida,Evening,Surf,Unprovoked,N
1997,Male,BRAZIL,Rio de Janeiro,Night,Bathing,Unprovoked,U
1997,Male,USA,Florida,Morning,Surf,Unprovoked,N
1997,Male,USA,Florida,Morning,Fishing,Unprovoked,N
1997,Male,USA,Florida,Morning,Surf,Unprovoked,N
1997,Male,USA,Florida,Morning,Surf,Unprovoked,N
1997,Male,BAHAMAS,Abaco Islands,Night,Fishing,Unprovoked,N
1997,Male,BAHAMAS,Abaco Islands,Morning,Fishing,Unprovoked,N
1997,Male,BRAZIL,Rio de Janeiro,Night,Surf,Unprovoked,N
1997,Female,AUSTRALIA,Queensland,Night,Swimming,Unprovoked,N
1997,Male,AUSTRALIA,Queensland,Afternoon,Diving,Unprovoked,N
1997,Male,USA,Hawaii,Night,Unknown,Unprovoked,U
1997,Male,REUNION ISLAND,L'Etang-Sale,Night,Unknown,Unprovoked,N
1997,Female,AUSTRALIA,New South Wales,Night,Rowing ,Sea Disaster,N
1997,Male,AUSTRALIA,Queensland,Morning,Snorkeling,Unprovoked,N
1997,Male,AUSTRALIA,Western Australia,Evening,Surf,Unprovoked,Y
1997,Male,REUNION ISLAND,Unknown,Night,Fishing,Unprovoked,Y
1997,Unknown,AUSTRALIA,Victoria,Night,Watching seals,Sea Disaster,N
1996,Male,AUSTRALIA,Queensland,Evening,Surf,Unprovoked,U
1996,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Surf,Unprovoked,N
1996,Male,NEW CALEDONIA,Unknown,Night,Fishing,Unprovoked,Y
1996,Female,NEW CALEDONIA,South Province,Night,Attempting to attract dolphins,Unprovoked,N
1996,Male,USA,California,Morning,Surf,Unprovoked,N
1996,Male,USA,Florida,Evening,Surf,Unprovoked,N
1996,Unknown,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1996,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1996,Male,JAPAN,Miyako Island,Night,Swimming,Unprovoked,Y
1996,Male,USA,California,Afternoon,Surf,Unprovoked,N
1996,Male,USA,Florida,Morning,Surf,Unprovoked,N
1996,Male,USA,California,Morning,Surf,Unprovoked,N
1996,Unknown,BRAZIL,Pernambuco,Night,Unknown,Unprovoked,N
1996,Male,USA,Florida,Afternoon,Swimming,Unprovoked,N
1996,Male,NEW ZEALAND,Chatham Islands ,Morning,Diving,Unprovoked,N
1996,Male,USA,Florida,Afternoon,Swimming,Unprovoked,N
1996,Male,USA,Florida,Evening,Standing,Unprovoked,N
1996,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1996,Female,USA,South Carolina,Afternoon,Boogie boarding,Unknown,U
1996,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Fishing,Provoked,N
1996,Male,USA,Hawaii,Evening,Body boarding,Unprovoked,N
1996,Male,USA,California,Morning,Diving,Unprovoked,N
1996,Male,USA,Florida,Afternoon,Fishing,Unprovoked,N
1996,Female,USA,Florida,Evening,Standing,Unprovoked,N
1996,Male,JAPAN,Miyako,Night,Swimming,Unprovoked,Y
1996,Male,EGYPT / ISRAEL,"South Sinai, Gulf of Aqaba",Evening,Diving,Unprovoked,N
1996,Male,USA,Massachusetts,Night,Swimming,Unprovoked,N
1996,Male,USA,Florida,Afternoon,Swimming,Unprovoked,N
1996,Unknown,USA,Hawaii,Night,Unknown,Unprovoked,U
1996,Male,USA,Florida,Afternoon,Unknown,Unprovoked,N
1996,Female,USA,Florida,Afternoon,Standing,Unprovoked,N
1996,Male,BAHAMAS,Cat Cay,Night,Diving,Unprovoked,N
1996,Female,USA,South Carolina,Afternoon,Surf,Unprovoked,N
1996,Male,AUSTRALIA,Victoria,Evening,Surf,Unprovoked,N
1996,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Surf,Unprovoked,N
1996,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Surf,Unprovoked,N
1996,Male,AUSTRALIA,New South Wales,Night,Diving,Unknown,Y
1996,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1996,Male,SOUTH KOREA,Unknown,Morning,Diving,Unprovoked,Y
1996,Male,USA,Florida,Morning,Surf,Unprovoked,N
1996,Male,USA,Hawaii,Night,Unknown,Unprovoked,U
1996,Male,AUSTRALIA,New South Wales,Night,Swimming,Unprovoked,N
1996,Female,AUSTRALIA,New South Wales,Night,Swimming,Unprovoked,N
1996,Male,BRAZIL,Pernambuco,Night,Swimming,Unprovoked,Y
1996,Female,AUSTRALIA,Queensland,Morning,Swimming,Unprovoked,N
1996,Male,AUSTRALIA,New South Wales,Night,Fishing,Unprovoked,N
1996,Male,AUSTRALIA,New South Wales,Night,Diving,Unprovoked,N
1996,Female,USA,Missouri,Night,Swimming,Provoked,N
1996,Male,PAPUA NEW GUINEA,Madang Province,Night,Unknown,Unprovoked,Y
1996,Unknown,PAPUA NEW GUINEA,Madang Province,Night,Unknown,Unprovoked,N
1996,Unknown,PAPUA NEW GUINEA,Madang Province,Night,Diving,Unprovoked,Y
1996,Unknown,DOMINICAN REPUBLIC,12 miles off the north coast,Night,Boeing 757 enroute from Porta Plata plunged into the sea,Sea Disaster,Y
1996,Male,AUSTRALIA,New South Wales,Afternoon,Swimming,Unprovoked,N
1996,Male,USA,Florida,Night,Wading,Provoked,N
1996,Female,AUSTRALIA,Queensland,Night,Swimming,Unprovoked,N
1996,Male,USA,Hawaii,Afternoon,Swimming,Unprovoked,N
1996,Unknown,AUSTRALIA,Western Australia,Night,Unknown,Unprovoked,U
1996,Unknown,AUSTRALIA,New South Wales,Morning,Chumming for sharks,Sea Disaster,N
1996,Male,REUNION ISLAND,Saint-Paul ,Evening,Surf,Unprovoked,Y
1996,Male,FIJI,Taveuni,Night,Unknown,Unprovoked,Y
1996,Male,USA,North Carolina,Night,Surf,Unprovoked,N
1995,Male,USA,Hawaii,Night,Unknown,Unprovoked,U
1995,Male,NEW ZEALAND,"Chatham Islands, east of New  Zealand",Night,Fishing,Unprovoked,N
1995,Male,USA,Hawaii,Night,Unknown,Unknown,U
1995,Male,NORTHERN ARABIAN SEA,Unknown,Night,Fell into the water ,Unprovoked,N
1995,Male,AUSTRALIA,Queensland,Night,Unknown,Unprovoked,N
1995,Male,USA,Florida,Night,Boogie boarding,Unprovoked,N
1995,Male,USA,Florida,Night,Surf,Unprovoked,N
1995,Female,AUSTRALIA,Queensland,Afternoon,Playing / standing,Unprovoked,N
1995,Male,USA,Florida,Morning,Surf,Unprovoked,N
1995,Male,USA,Florida,Morning,Surf,Unprovoked,N
1995,Male,USA,Florida,Night,Surf,Unprovoked,N
1995,Male,USA,California,Evening,Surf,Unprovoked,N
1995,Male,USA,Florida,Night,Surf,Unprovoked,N
1995,Female,USA,Florida,Afternoon,Swimming,Unprovoked,N
1995,Male,REUNION ISLAND,Saint-Denis,Night,Body boarding,Unprovoked,Y
1995,Male,USA,Florida,Night,Diving,Unprovoked,Y
1995,Male,AUSTRALIA,Western Australia,Afternoon,Diving,Unprovoked,Y
1995,Male,USA,California,Evening,Surf,Unprovoked,N
1995,Male,USA,North Carolina,Night,Swimming,Unknown,U
1995,Male,USA,Florida,Night,Surf,Unprovoked,N
1995,Male,USA,South Carolina,Night,Floating ,Unprovoked,N
1995,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1995,Male,USA,Florida,Evening,Surf,Unprovoked,N
1995,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1995,Male,USA,North Carolina,Night,Swimming,Unprovoked,N
1995,Male,USA,North Carolina,Afternoon,Swimming,Unprovoked,N
1995,Male,USA,Florida,Evening,Surf,Unprovoked,N
1995,Unknown,USA,North Carolina,Night,Diving,Unprovoked,N
1995,Male,TONGA,Vava’u,Afternoon,Fishing,Unprovoked,N
1995,Male,USA,Florida,Morning,Wading,Unprovoked,N
1995,Male,USA,North Carolina,Night,Swimming,Unknown,U
1995,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1995,Female,USA,South Carolina,Night,"""Riding waves on a board""",Unprovoked,N
1995,Male,USA,Florida,Afternoon,Body boarding,Unprovoked,N
1995,Male,TONGA,Vava’u,Night,Fishing,Unknown,U
1995,Male,USA,California,Night,Diving,Unknown,U
1995,Male,USA,Florida,Evening,Surf,Unprovoked,N
1995,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1995,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1995,Male,USA,Florida,Afternoon,Standing,Unprovoked,N
1995,Male,USA,South Carolina,Night,Unknown,Unprovoked,N
1995,Female,USA,South Carolina,Night,Swimming,Unprovoked,N
1995,Male,USA,Florida,Night,Body boarding,Unprovoked,N
1995,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,Y
1984,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Surf,Unprovoked,N
1995,Male,USA,Texas,Night,Surf,Unprovoked,N
1995,Female,USA,Mississippi,Night,Fishing,Provoked,N
1995,Male,USA,South Carolina,Night,Surf,Provoked,N
1995,Male,USA,California,Evening,Diving,Unprovoked,N
1995,Female,USA,California,Night,Kayaking,Unprovoked,N
1995,Male,USA,Georgia,Night,Jumping,Unprovoked,N
1995,Male,USA,South Carolina,Night,Surf,Unprovoked,N
1995,Male,USA,Florida,Evening,Swimming,Unprovoked,N
1995,Female,USA,Florida,Afternoon,Swimming,Unprovoked,N
1995,Male,USA,Hawaii,Morning,Swimming,Unprovoked,N
1995,Female,HONG KONG,Clearwater Bay,Night,Swimming,Unprovoked,Y
1995,Male,HONG KONG,New Territories,Afternoon,Swimming,Unprovoked,Y
1995,Unknown,HONG KONG,New Territories,Night,Diving,Unprovoked,Y
1995,Male,USA,Florida,Night,Surf,Unprovoked,N
1995,Male,FIJI,Yasawa Islands,Night,Sleeping in anchored boat,Unprovoked,Y
1995,Unknown,AUSTRALIA,Western Australia,Night,Unknown,Unprovoked,U
1995,Female,SOUTH KOREA,Unknown,Night,Diving,Unprovoked,Y
1995,Male,USA,Florida,Morning,Unknown,Unknown,U
1995,Male,USA,Florida,Afternoon,Unknown,Unprovoked,N
1995,Male,AUSTRALIA,New South Wales,Night,Diving,Unprovoked,N
1995,Male,JAPAN,Aichi Prefecture,Morning,Diving,Unprovoked,Y
1995,Female,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
1995,Male,AUSTRALIA,South Australia,Morning,Surf,Unprovoked,N
1995,Unknown,BRAZIL,Maranhão,Afternoon,Swimming,Unprovoked,Y
1995,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Swimming,Unprovoked,N
1995,Male,VENEZUELA,Unknown,Night,Surf,Unprovoked,N
1995,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Swimming,Unprovoked,Y
1995,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1995,Male,SOUTH AFRICA,Unknown,Night,Diving,Unknown,U
1995,Male,AUSTRALIA,Queensland,Night,Snorkeling,Provoked,N
1995,Male,USA,North Carolina,Night,Diving,Unknown,U
1995,Male,USA,South Carolina,Night,Unknown,Unprovoked,U
1994,Male,SOUTH AFRICA,Western Cape Province,Evening,Body boarding,Unprovoked,N
1994,Unknown,USA,Hawaii,Afternoon,Surf,Unprovoked,N
1994,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1994,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1994,Unknown,VANUATU,Tafea Province,Night,Unknown,Unprovoked,U
1994,Male,USA,Unknown,Night,Unknown,Sea Disaster,Y
1994,Male,AUSTRALIA,Queensland,Night,Murder victim,Unknown,U
1994,Male,USA,California,Morning,Diving,Unprovoked,Y
1994,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,Y
1994,Male,SOUTH AFRICA,Western Cape Province,Night,Fishing,Unprovoked,N
1994,Female,USA,Hawaii,Morning,Surf,Unprovoked,N
1994,Unknown,USA,Hawaii,Evening,Surf,Unprovoked,N
1994,Unknown,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1994,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1994,Female,USA,Florida,Afternoon,Wading,Provoked,N
1994,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1994,Female,USA,South Carolina,Night,Swimming,Unprovoked,N
1994,Male,USA,Oregon,Evening,Surf,Unprovoked,N
1994,Male,USA,Florida,Night,Adrift on refugee raft,Sea Disaster,Y
1994,Female,USA,Hawaii,Morning,Jumping,Unprovoked,N
1994,Unknown,JAPAN,Kagoshima Prefecture,Night,Unknown,Unprovoked,N
1994,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1994,Male,BRAZIL,Pernambuco,Night,Swimming,Unprovoked,Y
1994,Male,REUNION ISLAND,Saint-Denis,Afternoon,Surf,Unprovoked,Y
1994,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,Y
1994,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1994,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1994,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1994,Male,BAHAMAS,Grand Bahama Island,Afternoon,Fishing,Unprovoked,N
1994,Male,USA,Florida,Morning,Surf,Unprovoked,N
1994,Male,USA,Florida,Morning,Surf,Unprovoked,N
1994,Male,USA,Florida,Night,Fishing,Unprovoked,N
1994,Female,USA,Florida,Night,Wading,Unprovoked,N
1994,Male,USA,Florida,Afternoon,Wading,Unprovoked,N
1994,Male,USA,Florida,Morning,Surf,Unprovoked,N
1994,Female,USA,California,Night,Unknown,Unknown,U
1994,Unknown,REUNION ISLAND,Saint-Joseph,Night,Unknown,Unprovoked,Y
1994,Male,BAHAMAS,Unknown,Morning,Wading,Unprovoked,N
1994,Male,USA,Florida,Afternoon,Diving,Unprovoked,N
1994,Male,SOUTH AFRICA,Western Cape Province,Night,Fishing,Unprovoked,Y
1994,Female,CHILE,Unknown,Morning,Swimming,Unprovoked,N
1994,Male,CHILE,Unknown,Morning,Swimming,Unprovoked,N
1994,Male,USA,California,Night,Removing shark from tank in nightclub ,Provoked,N
1994,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1994,Male,SOUTH AFRICA,Western Cape Province,Morning,Fishing,Unprovoked,N
1994,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1994,Male,USA,Hawaii,Evening,Fishing,Provoked,N
1994,Male,SOUTH AFRICA,Eastern Cape Province,Evening,Surf,Unprovoked,N
1994,Unknown,NEW CALEDONIA,South Province,Night,Fishing,Unprovoked,Y
1994,Male,BRAZIL,Pernambuco,Night,Swimming,Unprovoked,N
1994,Male,USA,Hawaii,Night,Surf,Unprovoked,Y
1994,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1994,Unknown,AUSTRALIA,Western Australia,Morning,Fishing,Sea Disaster,N
1994,Male,AUSTRALIA,Queensland,Night,Swimming,Unprovoked,N
1994,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Swimming,Unprovoked,N
1994,Female,HONG KONG,Unknown,Night,Playing volleyball with friends,Unprovoked,N
1994,Male,USA,Florida,Night,Surf,Unprovoked,N
1993,Male,USA,Hawaii,Night,Surf,Unprovoked,Y
1993,Male,USA,Florida,Night,Swimming,Unprovoked,N
1993,Male,AUSTRALIA,Western Australia,Afternoon,Diving,Unprovoked,Y
1993,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
1993,Male,SOMALIA,Banaadir Region,Night,Stamding,Unprovoked,Y
1993,Male,USA,California,Evening,Surf,Unprovoked,N
1993,Female,USA,Florida,Morning,Swimming,Unprovoked,N
1993,Female,USA,California,Afternoon,Kayaking,Sea Disaster,N
1993,Unknown,USA,Hawaii,Night,Surf,Unprovoked,N
1993,Male,SOMALIA,Banaadir Region,Night,Swimming,Unprovoked,Y
1993,Male,SOUTH AFRICA,Western Cape Province,Morning,Fishing,Unprovoked,N
1993,Unknown,EL SALVADOR,La Libertad,Night,Surf,Unprovoked,N
1993,Male,EL SALVADOR,La Libertad,Night,Surf,Unprovoked,Y
1993,Male,USA,Florida,Night,Wading,Unprovoked,N
1993,Male,USA,Florida,Night,Unknown,Unprovoked,N
1993,Male,SPAIN,Costa Blanca,Morning,Swimming,Unprovoked,N
1993,Male,BAHAMAS,Walkers Cay,Evening,Fishing,Unprovoked,N
1993,Unknown,USA,Florida,Night,Surf,Unprovoked,N
1993,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
1993,Unknown,USA,California,Morning,Feeding a shark,Sea Disaster,N
1993,Female,USA,North Carolina,Morning,Floating ,Unprovoked,N
1993,Unknown,AUSTRALIA,Western Australia,Night,Fishing,Sea Disaster,N
1993,Male,USA,California,Afternoon,Diving,Unprovoked,N
1993,Male,NEW CALEDONIA,South Province,Night,Fishing,Unprovoked,Y
1993,Unknown,EL SALVADOR,La Libertad,Night,Fishing,Sea Disaster,Y
1993,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1993,Female,USA,Florida,Evening,Playing,Unprovoked,N
1993,Male,BRAZIL,Pernambuco,Night,Swimming,Unprovoked,Y
1993,Male,REUNION ISLAND,Saint-Paul,Night,Body boarding,Unprovoked,N
1993,Male,HONG KONG,New Territories,Morning,Swimming,Unprovoked,Y
1993,Female,MEXICO,Quintana Roo,Evening,Diving,Unprovoked,Y
1993,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
1993,Male,AUSTRALIA,New South Wales,Morning,Diving,Unprovoked,Y
1993,Female,AUSTRALIA,Tasmania,Morning,Diving,Unprovoked,Y
1993,Male,HONG KONG,New Territories,Night,Swimming,Unprovoked,Y
1993,Female,USA,North Carolina,Evening,Swimming,Unprovoked,N
1993,Female,HONG KONG,"On the Kowloon penisula, south of Sai Kung",Night,Unknown,Unprovoked,Y
1993,Female,SOMALIA,Banaadir Region,Night,Swimming,Unprovoked,Y
1993,Male,AUSTRALIA,Tasmania,Night,Fishing,Unknown,U
1993,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
1993,Male,USA,Florida,Evening,Floating ,Unprovoked,N
1993,Unknown,JAPAN,Ehime Prefecture,Night,Unknown,Unprovoked,N
1993,Male,USA,Hawaii,Afternoon,Surf,Unprovoked,N
1993,Male,USA,California,Afternoon,Fishing,Unprovoked,N
1993,Unknown,NEW CALEDONIA,South Province,Night,Swimming,Unprovoked,N
1993,Male,TONGA,Tongapatu Group,Night,Sea disaster,Sea Disaster,N
1993,Male,TONGA,Tongapatu Group,Afternoon,Sea disaster,Sea Disaster,N
1993,Male,AUSTRALIA,Queensland,Afternoon,Fishing,Provoked,N
1993,Male,BRAZIL,Pernambuco,Night,Body boarding,Unprovoked,N
1993,Male,AUSTRALIA,Queensland,Morning,Fishing,Unprovoked,N
1993,Male,CARIBBEAN SEA,Unknown,Night,   ,Sea Disaster,N
1993,Male,USA,Oregon,Evening,Surf,Unprovoked,N
1993,Male,ANGOLA,West Africa,Night,Surf,Unprovoked,N
1993,Unknown,SOMALIA,Banaadir Region,Night,Unknown,Unprovoked,Y
1993,Unknown,TONGA,Vava’u,Night,Fishing,Unprovoked,N
1993,Unknown,USA,Florida,Night,Snorkeling,Unprovoked,N
1992,Male,USA,Hawaii,Afternoon,Fishing,Unprovoked,N
1992,Male,USA,Hawaii,Evening,Surf,Unprovoked,N
1992,Male,USA,California,Afternoon,Fishing,Unprovoked,N
1992,Male,USA,Florida,Morning,Surf,Unprovoked,N
1992,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1992,Male,USA,California,Afternoon,Kayaking,Sea Disaster,N
1992,Male,FIJI,Wakaya Island,Night,Diving,Unprovoked,N
1992,Male,USA,California,Afternoon,Diving,Unprovoked,N
1992,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
1992,Male,USA,Hawaii,Morning,Body boarding,Unprovoked,Y
1992,Male,USA,California,Morning,Diving,Unprovoked,N
1992,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
1992,Male,AUSTRALIA,New South Wales,Night,Diving,Unprovoked,N
1992,Unknown,BRAZIL,Maranhão,Afternoon,Boogie boarding,Unprovoked,N
1992,Male,AUSTRALIA,Queensland,Afternoon,Surf,Unprovoked,Y
1992,Male,BRAZIL,Pernambuco,Afternoon,Body boarding,Unprovoked,N
1992,Male,USA,Oregon,Evening,Surf,Unprovoked,N
1992,Female,USA,Florida,Afternoon,Standing,Unprovoked,N
1992,Male,BRAZIL,Pernambuco,Night,Swimming,Unprovoked,Y
1992,Male,USA,Florida,Night,Surf,Unprovoked,N
1992,Female,BAHAMAS,Abaco Islands,Night,Fishing,Unprovoked,N
1992,Male,AUSTRALIA,South Australia,Evening,Surf,Unprovoked,N
1992,Male,USA,Hawaii,Afternoon,Fishing,Unknown,U
1992,Male,USA,California,Evening,Surf,Unprovoked,N
1992,Male,USA,Florida,Night,Snorkeling,Provoked,N
1992,Male,USA,Florida,Night,Fishing,Unknown,U
1992,Male,USA,Hawaii,Night,Fishing,Unknown,U
1992,Female,USA,Florida,Afternoon,Standing,Unprovoked,N
1992,Male,BRAZIL,Maranhão,3019,Surf,Unprovoked,N
1992,Male,BRAZIL,Maranhão,Morning,Surf,Unprovoked,N
1992,Male,BRAZIL,Pernambuco,Night,Swimming,Unprovoked,Y
1992,Male,REUNION ISLAND,Saint-Paul,Afternoon,Surf,Unprovoked,Y
1992,Female,VANUATU,Malampa Province,Night,Swimming,Unprovoked,N
1992,Unknown,JAPAN,Ehime Prefecture,Afternoon,Fishing,Sea Disaster,N
1992,Unknown,REUNION ISLAND,Saint-Paul,Night,Diving,Unprovoked,N
1992,Male,USA,North Carolina ,Night,Diving,Unknown,U
1992,Male,REUNION ISLAND,Saint-Joseph,Afternoon,Surf,Unprovoked,Y
1992,Male,MEXICO,Mexico / Caribbean Sea,Night,Diving,Unprovoked,N
1992,Male,NEW ZEALAND,Antarctic Ocean,Afternoon,Snorkeling,Unprovoked,N
1992,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,N
1992,Female,USA,Hawaii,Morning,Surf,Unprovoked,N
1992,Male,AUSTRALIA,Victoria,Night,Surf,Unprovoked,N
1992,Male,JAPAN,Ehime Prefecture,Afternoon,Diving,Unprovoked,Y
1992,Unknown,JAPAN,Ehime Prefecture,Morning,Fishing,Sea Disaster,N
1992,Male,USA,Oregon,Morning,Surf,Unprovoked,N
1992,Male,USA,Hawaii,Afternoon,Body boarding,Unprovoked,Y
1992,Male,JAPAN,Ehime Prefecture,Morning,Diving,Unprovoked,N
1992,Male,AUSTRALIA,Tasmania,Evening,Surf,Unknown,U
1992,Male,REUNION ISLAND,La Saline-les-Bains,Evening,Fishing,Unprovoked,N
1992,Male,AUSTRALIA,New South Wales,Night,Boogie boarding,Unprovoked,N
1992,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Swimming,Unprovoked,N
1992,Male,SOUTH AFRICA,KwaZulu-Natal,Evening,Fishing,Unprovoked,N
1992,Male,MAURITIUS,Unknown,Night,Fishing,Unprovoked,N
1992,Male,JAPAN,Ehime Prefecture,Night,Unknown,Unprovoked,N
1992,Unknown,JAPAN,Sea of Japan,Night,Unknown,Unknown,U
1992,Male,FIJI,Tavenui,Night,Unknown,Unprovoked,Y
1991,Male,USA,California,Afternoon,Diving,Unprovoked,N
1991,Female,USA,Hawaii,Morning,Snorkeling,Unprovoked,Y
1991,Female,USA,Hawaii,Morning,Snorkeling,Unprovoked,N
1991,Male,USA,Hawaii,Evening,Fishing,Unprovoked,Y
1991,Male,USA,Florida,Afternoon,Fishing,Provoked,N
1991,Male,AUSTRALIA,Western Australia,Night,Boogie boarding,Unprovoked,N
1991,Male,USA,Florida,Morning,Surf,Unprovoked,N
1991,Male,USA,California,Morning,Surf,Unprovoked,N
1991,Male,BAHAMAS,Unknown,Evening,Fishing,Unknown,U
1991,Male,AUSTRALIA,South Australia,Afternoon,Diving,Unprovoked,Y
1991,Male,AUSTRALIA,Queensland,Afternoon,Finning the shark that bit him,Provoked,N
1991,Male,USA,South Carolina,Afternoon,Swimming,Unprovoked,N
1991,Female,USA,Florida,Evening,Wading,Unprovoked,N
1991,Male,USA,Florida,Night,Fishing,Provoked,N
1991,Female,ITALY,Ligurian Sea,Afternoon,Canoe,Sea Disaster,N
1991,Male,USA,Florida,Night,Snorkeling,Unprovoked,N
1991,Male,USA,Florida,Night,Swimming,Unprovoked,N
1991,Male,USA,Unknown,Night,Fishing,Unknown,N
1991,Male,USA,Florida,Evening,Swimming,Unprovoked,N
1991,Male,REUNION ISLAND,L'Etang-Salé,Evening,Surf,Unprovoked,N
1991,Male,USA,California,Morning,Surf,Unprovoked,N
1991,Male,USA,Virginia,Night,Boogie boarding,Unprovoked,N
1991,Male,HONG KONG,Unknown,Night,Unknown,Unprovoked,Y
1991,Male,HONG KONG,Kowloon Peninsula,Night,Fishing,Unprovoked,Y
1991,Male,USA,Florida,Evening,Surf,Unprovoked,N
1991,Male,USA,Florida,Morning,Swimming,Unprovoked,N
